institution,region,institution_size,avg_salary,regional_salary,age,gender,tenure_years,performance_grade,workload_level,flexible_work,quarter,overtime_hours,vacation_usage_rate,commute_time,burnout_risk_score,burnout_risk_level,quit_probability,expected_total_tenure
한국전력공사,전라남도,23423.0,89488.0,81476.33,46,M,0,C,medium,N,2024Q4,7,0.66,30,25,low,0.54,6
한국전력공사,전라남도,23423.0,89488.0,81476.33,28,M,5,C,medium,N,2024Q1,9,0.54,19,35,medium,0.44,10
한국전력공사,전라남도,23423.0,89488.0,81476.33,33,F,6,B,medium,N,2024Q1,13,0.95,39,25,low,0.32,12
한국전력공사,전라남도,23423.0,89488.0,81476.33,27,M,5,A,medium,Y,2024Q2,11,0.66,31,15,low,0.17,16
한국전력공사,전라남도,23423.0,89488.0,81476.33,30,M,5,B,high,N,2024Q3,16,0.38,41,72,high,0.49,6
한국전력공사,전라남도,23423.0,89488.0,81476.33,46,M,3,B,medium,Y,2024Q3,2,0.79,40,15,low,0.22,10
한국전력공사,전라남도,23423.0,89488.0,81476.33,33,F,3,C,medium,Y,2024Q4,11,0.74,35,15,low,0.32,10
한국전력공사,전라남도,23423.0,89488.0,81476.33,46,M,3,B,medium,Y,2024Q3,4,0.91,41,15,low,0.22,10
한국전력공사,전라남도,23423.0,89488.0,81476.33,46,F,8,C,medium,N,2024Q2,22,0.8,35,37,medium,0.44,13
한국전력공사,전라남도,23423.0,89488.0,81476.33,55,M,14,B,medium,Y,2024Q2,9,0.75,24,15,low,0.14,23
한국전력공사,전라남도,23423.0,89488.0,81476.33,46,F,0,A,medium,N,2024Q3,20,0.63,23,37,medium,0.41,7
한국전력공사,전라남도,23423.0,89488.0,81476.33,56,M,3,B,medium,Y,2024Q4,8,0.85,20,15,low,0.22,10
한국전력공사,전라남도,23423.0,89488.0,81476.33,59,F,14,B,high,N,2024Q1,21,0.44,23,62,medium,0.38,17
한국전력공사,전라남도,23423.0,89488.0,81476.33,30,F,6,C,medium,N,2024Q2,10,0.77,34,25,low,0.42,12
한국전력공사,전라남도,23423.0,89488.0,81476.33,49,F,4,B,high,Y,2024Q1,21,0.37,21,62,medium,0.39,8
한국전력공사,전라남도,23423.0,89488.0,81476.33,22,F,0,A,high,Y,2024Q1,32,0.63,25,60,medium,0.44,6
한국전력공사,전라남도,23423.0,89488.0,81476.33,34,M,1,A,high,N,2024Q4,33,0.59,29,80,high,0.56,4
한국전력공사,전라남도,23423.0,89488.0,81476.33,41,F,5,B,medium,N,2024Q4,9,0.78,20,25,low,0.32,11
한국전력공사,전라남도,23423.0,89488.0,81476.33,34,M,6,B,medium,N,2024Q1,8,0.69,14,25,low,0.32,12
한국전력공사,전라남도,23423.0,89488.0,81476.33,49,M,17,C,low,N,2024Q2,4,0.98,27,10,low,0.29,23
한국전력공사,전라남도,23423.0,89488.0,81476.33,36,F,6,A,medium,Y,2024Q4,16,0.73,28,27,low,0.19,17
한국전력공사,전라남도,23423.0,89488.0,81476.33,35,M,4,B,medium,N,2024Q4,4,0.64,41,25,low,0.32,10
한국전력공사,전라남도,23423.0,89488.0,81476.33,29,F,3,B,medium,N,2024Q3,13,0.7,30,25,low,0.32,9
한국전력공사,전라남도,23423.0,89488.0,81476.33,49,F,7,A,high,Y,2024Q3,29,0.52,24,65,high,0.34,11
한국전력공사,전라남도,23423.0,89488.0,81476.33,22,F,0,A,medium,Y,2024Q3,17,0.58,24,37,medium,0.33,8
한국전력공사,전라남도,23423.0,89488.0,81476.33,44,F,8,B,high,N,2024Q3,22,0.33,28,72,high,0.49,9
한국전력공사,전라남도,23423.0,89488.0,81476.33,44,F,6,A,medium,N,2024Q4,6,0.91,31,25,low,0.27,14
한국전력공사,전라남도,23423.0,89488.0,81476.33,27,M,0,B,medium,Y,2024Q2,11,0.72,25,15,low,0.34,7
한국전력공사,전라남도,23423.0,89488.0,81476.33,40,M,4,B,high,N,2024Q1,22,0.44,31,62,medium,0.46,7
한국전력공사,전라남도,23423.0,89488.0,81476.33,41,M,9,C,medium,N,2024Q4,7,0.64,23,25,low,0.42,15
한국전력공사,전라남도,23423.0,89488.0,81476.33,26,M,3,B,medium,Y,2024Q3,9,0.68,29,15,low,0.22,10
한국전력공사,전라남도,23423.0,89488.0,81476.33,44,F,2,B,medium,N,2024Q2,12,0.67,26,25,low,0.44,8
한국전력공사,전라남도,23423.0,89488.0,81476.33,35,M,2,B,medium,N,2024Q2,12,0.59,37,35,medium,0.46,7
한국전력공사,전라남도,23423.0,89488.0,81476.33,26,F,4,B,medium,Y,2024Q4,7,0.76,19,15,low,0.22,11
한국전력공사,전라남도,23423.0,89488.0,81476.33,26,F,4,B,medium,Y,2024Q2,11,0.77,20,15,low,0.22,11
한국전력공사,전라남도,23423.0,89488.0,81476.33,26,M,4,B,medium,N,2024Q3,13,0.76,33,25,low,0.32,10
한국전력공사,전라남도,23423.0,89488.0,81476.33,30,M,6,C,medium,N,2024Q2,13,0.67,41,25,low,0.42,12
한국전력공사,전라남도,23423.0,89488.0,81476.33,37,F,1,C,medium,N,2024Q4,16,0.76,27,37,medium,0.56,6
한국전력공사,전라남도,23423.0,89488.0,81476.33,44,F,3,A,medium,N,2024Q4,11,0.54,47,35,medium,0.29,10
한국전력공사,전라남도,23423.0,89488.0,81476.33,24,M,1,B,low,N,2024Q1,5,0.78,36,10,low,0.39,7
한국전력공사,전라남도,23423.0,89488.0,81476.33,58,M,5,B,low,N,2024Q3,3,0.84,10,10,low,0.27,11
한국전력공사,전라남도,23423.0,89488.0,81476.33,40,M,7,C,medium,N,2024Q2,20,0.77,41,37,medium,0.44,12
한국전력공사,전라남도,23423.0,89488.0,81476.33,33,F,6,A,medium,Y,2024Q3,16,0.64,35,27,low,0.19,17
한국전력공사,전라남도,23423.0,89488.0,81476.33,30,M,8,A,medium,Y,2024Q3,11,0.68,32,15,low,0.17,19
한국전력공사,전라남도,23423.0,89488.0,81476.33,33,F,11,B,medium,Y,2024Q2,7,0.66,25,15,low,0.14,20
한국전력공사,전라남도,23423.0,89488.0,81476.33,35,M,11,C,medium,Y,2024Q2,13,0.66,29,15,low,0.24,18
한국전력공사,전라남도,23423.0,89488.0,81476.33,34,M,7,C,medium,N,2024Q4,14,0.68,22,25,low,0.42,13
한국전력공사,전라남도,23423.0,89488.0,81476.33,27,M,2,A,high,N,2024Q4,21,0.43,52,67,high,0.53,5
한국전력공사,전라남도,23423.0,89488.0,81476.33,36,F,14,B,medium,N,2024Q2,12,0.71,18,25,low,0.24,20
한국전력공사,전라남도,23423.0,89488.0,81476.33,49,F,5,B,medium,Y,2024Q1,8,0.68,25,15,low,0.22,12
한국전력공사,전라남도,23423.0,89488.0,81476.33,31,M,8,A,medium,N,2024Q4,16,0.58,36,47,medium,0.31,15
한국전력공사,전라남도,23423.0,89488.0,81476.33,28,M,2,B,high,N,2024Q2,32,0.43,20,75,high,0.61,3
한국전력공사,전라남도,23423.0,89488.0,81476.33,42,M,2,B,medium,N,2024Q2,17,0.59,29,47,medium,0.48,7
한국전력공사,전라남도,23423.0,89488.0,81476.33,24,F,2,A,low,Y,2024Q2,1,0.73,40,0,low,0.24,11
한국전력공사,전라남도,23423.0,89488.0,81476.33,32,F,5,A,medium,Y,2024Q3,3,1.0,24,15,low,0.17,16
한국전력공사,전라남도,23423.0,89488.0,81476.33,44,M,9,B,low,N,2024Q1,2,0.79,40,10,low,0.27,15
한국전력공사,전라남도,23423.0,89488.0,81476.33,41,F,0,C,medium,Y,2024Q3,10,0.64,46,15,low,0.44,7
한국전력공사,전라남도,23423.0,89488.0,81476.33,31,M,3,A,medium,Y,2024Q1,11,0.76,43,15,low,0.17,14
한국전력공사,전라남도,23423.0,89488.0,81476.33,31,M,6,A,low,N,2024Q2,4,0.91,35,10,low,0.22,14
한국전력공사,전라남도,23423.0,89488.0,81476.33,37,M,4,B,medium,Y,2024Q4,14,0.88,23,15,low,0.22,11
한국전력공사,전라남도,23423.0,89488.0,81476.33,48,M,2,C,medium,N,2024Q2,14,0.68,35,25,low,0.54,8
한국전력공사,전라남도,23423.0,89488.0,81476.33,29,M,3,C,medium,Y,2024Q4,15,0.48,25,37,medium,0.36,9
한국전력공사,전라남도,23423.0,89488.0,81476.33,43,M,3,A,medium,N,2024Q4,12,0.75,41,25,low,0.27,11
한국전력공사,전라남도,23423.0,89488.0,81476.33,26,M,4,C,medium,Y,2024Q2,3,0.71,34,15,low,0.32,11
한국전력공사,전라남도,23423.0,89488.0,81476.33,40,F,5,B,high,Y,2024Q4,16,0.71,21,42,medium,0.34,9
한국전력공사,전라남도,23423.0,89488.0,81476.33,31,M,2,B,high,N,2024Q3,29,0.38,38,85,high,0.64,3
한국전력공사,전라남도,23423.0,89488.0,81476.33,54,F,1,B,medium,Y,2024Q3,10,0.9,35,15,low,0.34,8
한국전력공사,전라남도,23423.0,89488.0,81476.33,46,F,2,C,medium,N,2024Q3,15,0.49,17,47,medium,0.58,7
한국전력공사,전라남도,23423.0,89488.0,81476.33,59,M,13,B,low,Y,2024Q2,0,0.77,14,0,low,0.09,22
한국전력공사,전라남도,23423.0,89488.0,81476.33,29,F,5,B,high,N,2024Q2,22,0.55,40,62,medium,0.46,8
한국전력공사,전라남도,23423.0,89488.0,81476.33,39,F,8,A,medium,Y,2024Q4,17,0.76,21,27,low,0.19,19
한국전력공사,전라남도,23423.0,89488.0,81476.33,54,M,7,A,medium,N,2024Q1,11,0.77,36,25,low,0.27,15
한국전력공사,전라남도,23423.0,89488.0,81476.33,41,F,6,B,medium,Y,2024Q1,8,0.76,25,15,low,0.22,13
한국전력공사,전라남도,23423.0,89488.0,81476.33,44,M,6,B,medium,N,2024Q2,18,0.7,31,37,medium,0.34,11
한국전력공사,전라남도,23423.0,89488.0,81476.33,22,F,0,C,low,Y,2024Q1,4,0.84,21,0,low,0.39,7
한국전력공사,전라남도,23423.0,89488.0,81476.33,26,M,4,B,medium,Y,2024Q2,5,0.83,16,15,low,0.22,11
한국전력공사,전라남도,23423.0,89488.0,81476.33,33,M,4,B,high,N,2024Q1,19,0.5,24,62,medium,0.46,7
한국전력공사,전라남도,23423.0,89488.0,81476.33,34,F,8,B,medium,N,2024Q3,11,0.77,17,25,low,0.32,14
한국전력공사,전라남도,23423.0,89488.0,81476.33,47,M,2,B,medium,N,2024Q2,5,0.8,24,25,low,0.44,8
한국전력공사,전라남도,23423.0,89488.0,81476.33,32,M,10,B,low,Y,2024Q2,4,0.82,26,0,low,0.09,19
한국전력공사,전라남도,23423.0,89488.0,81476.33,28,F,5,A,low,Y,2024Q3,0,0.8,31,0,low,0.12,16
한국전력공사,전라남도,23423.0,89488.0,81476.33,37,F,1,B,high,N,2024Q2,31,0.35,26,90,high,0.64,2
한국전력공사,전라남도,23423.0,89488.0,81476.33,25,M,3,B,medium,Y,2024Q2,7,0.58,51,30,low,0.24,10
한국전력공사,전라남도,23423.0,89488.0,81476.33,30,F,6,B,high,Y,2024Q1,29,0.56,15,65,high,0.39,8
한국전력공사,전라남도,23423.0,89488.0,81476.33,22,F,0,B,medium,Y,2024Q4,3,0.79,29,15,low,0.34,7
한국전력공사,전라남도,23423.0,89488.0,81476.33,41,M,7,B,medium,N,2024Q4,8,0.7,36,25,low,0.32,13
한국전력공사,전라남도,23423.0,89488.0,81476.33,30,F,4,B,medium,Y,2024Q2,9,0.55,25,25,low,0.24,11
한국전력공사,전라남도,23423.0,89488.0,81476.33,42,M,1,B,medium,Y,2024Q4,11,0.77,41,15,low,0.34,8
한국전력공사,전라남도,23423.0,89488.0,81476.33,35,F,9,C,low,Y,2024Q1,4,0.89,37,0,low,0.27,16
한국전력공사,전라남도,23423.0,89488.0,81476.33,29,F,7,B,high,N,2024Q3,23,0.41,31,62,medium,0.46,10
한국전력공사,전라남도,23423.0,89488.0,81476.33,31,M,0,C,high,Y,2024Q3,24,0.77,44,47,medium,0.56,4
한국전력공사,전라남도,23423.0,89488.0,81476.33,26,M,4,A,high,Y,2024Q4,31,0.31,23,75,high,0.37,8
한국전력공사,전라남도,23423.0,89488.0,81476.33,50,F,13,C,medium,Y,2024Q2,4,0.72,32,15,low,0.24,20
한국전력공사,전라남도,23423.0,89488.0,81476.33,30,F,4,A,medium,Y,2024Q3,10,0.64,33,15,low,0.17,15
한국전력공사,전라남도,23423.0,89488.0,81476.33,33,F,2,C,medium,Y,2024Q1,3,0.72,28,15,low,0.44,9
한국전력공사,전라남도,23423.0,89488.0,81476.33,52,M,4,B,medium,N,2024Q1,11,0.79,39,25,low,0.32,10
한국전력공사,전라남도,23423.0,89488.0,81476.33,44,F,3,B,high,N,2024Q2,26,0.3,27,85,high,0.52,4
한국전력공사,전라남도,23423.0,89488.0,81476.33,35,F,2,B,medium,N,2024Q3,8,0.87,31,25,low,0.44,8
한국전력공사,전라남도,23423.0,89488.0,81476.33,41,F,2,A,medium,N,2024Q3,24,0.72,51,42,medium,0.41,9
한국전력공사,전라남도,23423.0,89488.0,81476.33,37,F,3,B,medium,N,2024Q1,15,0.56,40,47,medium,0.36,8
한국전력공사,전라남도,23423.0,89488.0,81476.33,28,M,6,A,low,Y,2024Q2,2,0.87,33,0,low,0.12,17
한국전력공사,전라남도,23423.0,89488.0,81476.33,37,F,9,B,low,Y,2024Q2,3,0.92,33,0,low,0.17,18
한국전력공사,전라남도,23423.0,89488.0,81476.33,38,F,3,B,high,N,2024Q3,16,0.68,23,52,medium,0.44,6
한국전력공사,전라남도,23423.0,89488.0,81476.33,32,M,4,C,medium,N,2024Q4,12,0.64,38,25,low,0.42,10
한국전력공사,전라남도,23423.0,89488.0,81476.33,35,M,4,C,medium,N,2024Q3,8,0.74,26,25,low,0.42,10
한국전력공사,전라남도,23423.0,89488.0,81476.33,32,F,10,B,medium,N,2024Q1,17,0.68,41,37,medium,0.26,15
한국전력공사,전라남도,23423.0,89488.0,81476.33,30,F,4,A,medium,Y,2024Q2,14,0.55,49,25,low,0.19,15
한국전력공사,전라남도,23423.0,89488.0,81476.33,51,M,2,B,medium,N,2024Q1,10,0.78,29,25,low,0.44,8
한국전력공사,전라남도,23423.0,89488.0,81476.33,53,M,5,B,high,N,2024Q3,22,0.35,34,72,high,0.49,6
한국전력공사,전라남도,23423.0,89488.0,81476.33,28,M,1,B,high,Y,2024Q3,25,0.35,36,80,high,0.54,3
한국전력공사,전라남도,23423.0,89488.0,81476.33,54,F,3,B,high,N,2024Q1,32,0.4,37,75,high,0.49,4
한국전력공사,전라남도,23423.0,89488.0,81476.33,34,M,3,A,medium,Y,2024Q3,12,0.78,37,15,low,0.17,14
한국전력공사,전라남도,23423.0,89488.0,81476.33,36,F,5,B,medium,N,2024Q3,7,0.69,37,25,low,0.32,11
한국전력공사,전라남도,23423.0,89488.0,81476.33,27,M,5,B,medium,Y,2024Q4,11,0.67,40,15,low,0.22,12
한국전력공사,전라남도,23423.0,89488.0,81476.33,35,M,13,C,low,Y,2024Q4,0,0.82,41,0,low,0.19,22
한국전력공사,전라남도,23423.0,89488.0,81476.33,32,F,6,B,medium,Y,2024Q1,12,0.57,32,25,low,0.24,13
한국전력공사,전라남도,23423.0,89488.0,81476.33,47,F,18,B,low,Y,2024Q4,1,0.74,42,0,low,0.09,27
한국전력공사,전라남도,23423.0,89488.0,81476.33,45,M,2,A,low,Y,2024Q4,0,0.99,26,0,low,0.24,11
한국전력공사,전라남도,23423.0,89488.0,81476.33,28,M,2,B,medium,N,2024Q4,14,0.94,40,25,low,0.44,8
한국전력공사,전라남도,23423.0,89488.0,81476.33,36,F,9,B,low,N,2024Q1,0,0.88,34,10,low,0.27,15
한국전력공사,전라남도,23423.0,89488.0,81476.33,46,M,1,B,medium,N,2024Q1,15,0.72,48,37,medium,0.46,6
한국전력공사,전라남도,23423.0,89488.0,81476.33,33,M,5,B,medium,N,2024Q2,18,0.52,30,47,medium,0.36,10
한국전력공사,전라남도,23423.0,89488.0,81476.33,35,M,4,A,medium,Y,2024Q3,10,0.88,14,15,low,0.17,15
한국전력공사,전라남도,23423.0,89488.0,81476.33,45,M,3,A,high,N,2024Q1,26,0.4,28,85,high,0.47,6
한국전력공사,전라남도,23423.0,89488.0,81476.33,38,M,8,A,medium,N,2024Q1,12,0.73,50,30,low,0.27,16
한국전력공사,전라남도,23423.0,89488.0,81476.33,34,M,8,B,low,N,2024Q3,2,0.91,51,15,low,0.27,14
한국전력공사,전라남도,23423.0,89488.0,81476.33,49,F,1,B,high,N,2024Q2,27,0.37,23,90,high,0.64,2
한국전력공사,전라남도,23423.0,89488.0,81476.33,38,F,5,B,medium,Y,2024Q4,9,0.9,20,15,low,0.22,12
한국전력공사,전라남도,23423.0,89488.0,81476.33,25,M,1,A,low,N,2024Q3,3,0.94,24,10,low,0.34,9
한국전력공사,전라남도,23423.0,89488.0,81476.33,53,F,6,B,medium,Y,2024Q3,17,0.61,37,27,low,0.24,13
한국전력공사,전라남도,23423.0,89488.0,81476.33,29,M,7,C,medium,N,2024Q2,7,0.73,43,25,low,0.42,13
한국전력공사,전라남도,23423.0,89488.0,81476.33,50,M,2,B,high,Y,2024Q3,18,0.57,31,52,medium,0.48,6
한국전력공사,전라남도,23423.0,89488.0,81476.33,48,M,3,B,medium,Y,2024Q2,9,0.73,37,15,low,0.22,10
한국전력공사,전라남도,23423.0,89488.0,81476.33,49,F,4,B,high,N,2024Q1,22,0.69,43,52,medium,0.44,7
한국전력공사,전라남도,23423.0,89488.0,81476.33,44,F,2,C,medium,N,2024Q1,14,0.8,29,25,low,0.54,8
한국전력공사,전라남도,23423.0,89488.0,81476.33,52,M,2,C,medium,Y,2024Q4,6,0.56,19,25,low,0.46,9
한국전력공사,전라남도,23423.0,89488.0,81476.33,30,F,8,C,low,N,2024Q4,2,0.83,32,10,low,0.37,14
한국전력공사,전라남도,23423.0,89488.0,81476.33,45,M,9,B,medium,Y,2024Q4,0,0.69,17,15,low,0.22,16
한국전력공사,전라남도,23423.0,89488.0,81476.33,36,M,4,B,medium,Y,2024Q3,7,0.6,32,15,low,0.22,11
한국전력공사,전라남도,23423.0,89488.0,81476.33,44,F,3,B,low,N,2024Q4,7,0.83,19,10,low,0.27,9
한국전력공사,전라남도,23423.0,89488.0,81476.33,39,M,3,B,medium,Y,2024Q1,6,0.57,28,25,low,0.24,10
한국전력공사,전라남도,23423.0,89488.0,81476.33,24,F,2,B,medium,Y,2024Q1,10,0.84,30,15,low,0.34,9
한국전력공사,전라남도,23423.0,89488.0,81476.33,36,M,11,A,medium,Y,2024Q3,9,0.83,38,15,low,0.09,22
한국전력공사,전라남도,23423.0,89488.0,81476.33,22,M,0,A,high,N,2024Q4,29,0.5,17,80,high,0.56,3
한국전력공사,전라남도,23423.0,89488.0,81476.33,46,F,1,B,medium,N,2024Q4,9,0.73,34,25,low,0.44,7
한국전력공사,전라남도,23423.0,89488.0,81476.33,26,M,4,B,medium,N,2024Q3,6,0.57,19,35,medium,0.34,9
한국전력공사,전라남도,23423.0,89488.0,81476.33,39,F,6,B,medium,N,2024Q1,8,0.6,27,25,low,0.32,12
한국전력공사,전라남도,23423.0,89488.0,81476.33,54,M,9,B,high,N,2024Q2,35,0.4,21,85,high,0.52,10
한국전력공사,전라남도,23423.0,89488.0,81476.33,41,M,10,C,low,N,2024Q4,2,0.94,25,10,low,0.29,16
한국전력공사,전라남도,23423.0,89488.0,81476.33,38,M,6,A,high,N,2024Q1,24,0.38,32,72,high,0.44,9
한국전력공사,전라남도,23423.0,89488.0,81476.33,36,F,4,B,medium,Y,2024Q1,9,0.88,16,15,low,0.22,11
한국전력공사,전라남도,23423.0,89488.0,81476.33,32,F,5,B,medium,N,2024Q4,12,0.8,42,25,low,0.32,11
한국전력공사,전라남도,23423.0,89488.0,81476.33,37,F,4,A,medium,N,2024Q3,15,0.87,23,37,medium,0.29,11
한국전력공사,전라남도,23423.0,89488.0,81476.33,30,F,8,A,low,Y,2024Q4,0,0.9,31,0,low,0.12,19
한국전력공사,전라남도,23423.0,89488.0,81476.33,31,F,9,C,high,N,2024Q3,20,0.55,32,62,medium,0.56,12
한국전력공사,전라남도,23423.0,89488.0,81476.33,23,F,1,B,medium,Y,2024Q1,10,0.92,21,15,low,0.34,8
한국전력공사,전라남도,23423.0,89488.0,81476.33,35,M,8,A,medium,N,2024Q1,17,0.78,30,37,medium,0.29,15
한국전력공사,전라남도,23423.0,89488.0,81476.33,30,M,8,B,medium,N,2024Q4,8,0.7,23,25,low,0.32,14
한국전력공사,전라남도,23423.0,89488.0,81476.33,39,M,10,C,high,Y,2024Q2,21,0.41,19,52,medium,0.38,14
한국전력공사,전라남도,23423.0,89488.0,81476.33,31,F,1,A,medium,N,2024Q2,10,0.75,13,25,low,0.39,9
한국전력공사,전라남도,23423.0,89488.0,81476.33,55,M,4,B,high,N,2024Q3,18,0.66,24,52,medium,0.44,7
한국전력공사,전라남도,23423.0,89488.0,81476.33,31,M,1,B,medium,N,2024Q4,16,0.72,23,37,medium,0.46,6
한국전력공사,전라남도,23423.0,89488.0,81476.33,31,M,7,B,medium,Y,2024Q1,13,0.66,32,15,low,0.22,14
한국전력공사,전라남도,23423.0,89488.0,81476.33,23,M,1,B,medium,Y,2024Q2,16,0.74,51,32,low,0.36,8
한국전력공사,전라남도,23423.0,89488.0,81476.33,32,F,10,A,high,N,2024Q2,24,0.46,21,62,medium,0.33,15
한국전력공사,전라남도,23423.0,89488.0,81476.33,27,M,2,B,low,Y,2024Q1,2,0.81,26,0,low,0.29,9
한국전력공사,전라남도,23423.0,89488.0,81476.33,31,M,9,B,medium,Y,2024Q3,12,0.68,27,15,low,0.22,16
한국전력공사,전라남도,23423.0,89488.0,81476.33,35,F,7,B,medium,N,2024Q4,11,0.75,20,25,low,0.32,13
한국전력공사,전라남도,23423.0,89488.0,81476.33,47,M,4,A,low,N,2024Q3,4,0.75,37,10,low,0.22,12
한국전력공사,전라남도,23423.0,89488.0,81476.33,42,M,7,C,medium,N,2024Q1,16,0.63,27,37,medium,0.44,12
한국전력공사,전라남도,23423.0,89488.0,81476.33,51,F,2,B,medium,N,2024Q3,15,0.62,29,37,medium,0.46,7
한국전력공사,전라남도,23423.0,89488.0,81476.33,24,F,2,B,medium,N,2024Q1,17,0.68,33,37,medium,0.46,7
한국전력공사,전라남도,23423.0,89488.0,81476.33,37,F,4,A,medium,N,2024Q3,12,0.57,32,35,medium,0.29,11
한국전력공사,전라남도,23423.0,89488.0,81476.33,45,F,3,B,medium,N,2024Q1,7,0.7,22,25,low,0.32,9
한국전력공사,전라남도,23423.0,89488.0,81476.33,37,F,15,A,medium,N,2024Q3,18,0.55,44,47,medium,0.23,22
한국전력공사,전라남도,23423.0,89488.0,81476.33,32,M,2,B,medium,N,2024Q4,13,0.77,28,25,low,0.44,8
한국전력공사,전라남도,23423.0,89488.0,81476.33,43,M,9,C,medium,Y,2024Q4,14,0.85,45,15,low,0.32,16
한국전력공사,전라남도,23423.0,89488.0,81476.33,45,F,3,C,medium,Y,2024Q3,10,0.58,39,25,low,0.34,10
한국전력공사,전라남도,23423.0,89488.0,81476.33,37,M,6,C,low,N,2024Q2,5,0.73,38,10,low,0.37,12
한국전력공사,전라남도,23423.0,89488.0,81476.33,42,M,0,C,medium,N,2024Q4,7,0.51,22,35,medium,0.56,5
한국전력공사,전라남도,23423.0,89488.0,81476.33,27,F,5,B,low,N,2024Q2,2,0.83,33,10,low,0.27,11
한국전력공사,전라남도,23423.0,89488.0,81476.33,27,M,5,A,medium,N,2024Q1,12,0.72,43,25,low,0.27,13
한국전력공사,전라남도,23423.0,89488.0,81476.33,30,F,6,B,medium,N,2024Q2,10,0.75,32,25,low,0.32,12
한국전력공사,전라남도,23423.0,89488.0,81476.33,24,F,2,A,medium,Y,2024Q4,10,0.8,27,15,low,0.29,11
한국전력공사,전라남도,23423.0,89488.0,81476.33,34,F,2,C,medium,N,2024Q3,8,0.94,29,25,low,0.54,8
한국전력공사,전라남도,23423.0,89488.0,81476.33,41,M,9,B,high,Y,2024Q3,17,0.59,24,52,medium,0.36,13
한국전력공사,전라남도,23423.0,89488.0,81476.33,28,F,1,A,medium,Y,2024Q2,12,0.75,29,15,low,0.29,10
한국전력공사,전라남도,23423.0,89488.0,81476.33,32,M,4,C,low,N,2024Q2,2,0.73,41,10,low,0.37,10
한국전력공사,전라남도,23423.0,89488.0,81476.33,37,F,5,B,medium,N,2024Q2,18,0.58,29,47,medium,0.36,10
한국전력공사,전라남도,23423.0,89488.0,81476.33,58,F,4,B,medium,Y,2024Q2,9,0.61,40,15,low,0.22,11
한국전력공사,전라남도,23423.0,89488.0,81476.33,44,F,5,B,low,N,2024Q4,6,0.81,43,10,low,0.27,11
한국전력공사,전라남도,23423.0,89488.0,81476.33,41,M,11,C,medium,N,2024Q3,15,0.7,31,37,medium,0.36,16
한국전력공사,전라남도,23423.0,89488.0,81476.33,40,M,3,C,low,N,2024Q3,0,0.89,57,15,low,0.37,9
한국전력공사,전라남도,23423.0,89488.0,81476.33,42,M,7,B,medium,N,2024Q1,8,0.71,41,25,low,0.32,13
한국전력공사,전라남도,23423.0,89488.0,81476.33,22,F,0,B,medium,N,2024Q3,13,0.75,15,25,low,0.44,6
한국전력공사,전라남도,23423.0,89488.0,81476.33,36,F,7,A,medium,N,2024Q3,8,0.63,27,25,low,0.27,15
한국전력공사,전라남도,23423.0,89488.0,81476.33,25,M,3,C,low,Y,2024Q3,0,0.89,37,0,low,0.27,10
한국전력공사,전라남도,23423.0,89488.0,81476.33,49,M,8,A,medium,N,2024Q2,10,0.68,34,25,low,0.27,16
한국전력공사,전라남도,23423.0,89488.0,81476.33,34,F,10,B,medium,Y,2024Q1,16,0.71,34,27,low,0.16,19
한국전력공사,전라남도,23423.0,89488.0,81476.33,32,F,7,B,high,N,2024Q3,13,0.44,21,50,medium,0.44,10
한국전력공사,전라남도,23423.0,89488.0,81476.33,32,M,0,B,medium,Y,2024Q3,9,0.57,11,25,low,0.36,7
한국전력공사,전라남도,23423.0,89488.0,81476.33,32,M,1,B,low,N,2024Q4,9,0.88,37,10,low,0.39,7
한국전력공사,전라남도,23423.0,89488.0,81476.33,30,M,1,B,medium,N,2024Q3,19,0.56,23,47,medium,0.48,6
한국전력공사,전라남도,23423.0,89488.0,81476.33,30,F,7,C,medium,Y,2024Q1,14,0.84,33,15,low,0.32,14
한국전력공사,전라남도,23423.0,89488.0,81476.33,49,F,6,B,medium,N,2024Q1,3,0.68,42,25,low,0.32,12
한국전력공사,전라남도,23423.0,89488.0,81476.33,43,F,9,A,medium,N,2024Q4,10,0.76,46,25,low,0.27,17
한국전력공사,전라남도,23423.0,89488.0,81476.33,42,F,1,C,medium,Y,2024Q3,9,0.68,41,15,low,0.44,8
한국전력공사,전라남도,23423.0,89488.0,81476.33,41,F,11,B,medium,N,2024Q3,9,0.9,34,25,low,0.24,17
한국전력공사,전라남도,23423.0,89488.0,81476.33,28,F,4,B,medium,N,2024Q2,13,0.6,49,35,medium,0.34,9
한국전력공사,전라남도,23423.0,89488.0,81476.33,33,F,11,B,medium,Y,2024Q4,7,0.54,33,25,low,0.16,20
한국전력공사,전라남도,23423.0,89488.0,81476.33,39,M,5,B,high,Y,2024Q4,32,0.46,18,65,high,0.39,7
한국전력공사,전라남도,23423.0,89488.0,81476.33,46,M,3,B,low,N,2024Q1,6,0.87,43,10,low,0.27,9
한국전력공사,전라남도,23423.0,89488.0,81476.33,45,M,13,B,medium,N,2024Q3,9,0.6,30,25,low,0.24,19
한국전력공사,전라남도,23423.0,89488.0,81476.33,38,M,12,C,medium,N,2024Q4,12,0.59,51,40,medium,0.36,17
한국전력공사,전라남도,23423.0,89488.0,81476.33,53,F,7,B,medium,Y,2024Q1,12,0.51,29,25,low,0.24,14
